lat,lon,year,day,location
74.155754,-132.68625,1993,1,WesternArctic
74.487,-133.819,1993,1,WesternArctic
74.81225,-135.0,1993,1,WesternArctic
75.13000500000003,-136.232,1993,1,WesternArctic
75.44075,-137.517,1993,1,WesternArctic
69.6335,-120.41725,1993,1,WesternArctic
70.027,-121.07525,1993,1,WesternArctic
70.41725,-121.75951,1993,1,WesternArctic
70.80525,-122.47125,1993,1,WesternArctic
71.569244,-123.98276000000001,1993,1,WesternArctic
72.3195,-125.62299999999999,1993,1,WesternArctic
72.68825,-126.49525,1993,1,WesternArctic
73.05275,-127.40525,1993,1,WesternArctic
73.4125,-128.35475,1993,1,WesternArctic
73.76725,-129.3455,1993,1,WesternArctic
74.1165,-130.38025,1993,1,WesternArctic
74.46025,-131.46024,1993,1,WesternArctic
74.7985,-132.58875,1993,1,WesternArctic
75.13,-133.768,1993,1,WesternArctic
75.455246,-135.0,1993,1,WesternArctic
75.772995,-136.28749,1993,1,WesternArctic
69.05775,-118.0905,1993,1,WesternArctic
69.461,-118.68625,1993,1,WesternArctic
69.861496,-119.305,1993,1,WesternArctic
70.25925,-119.949005,1993,1,WesternArctic
70.65425,-120.61875,1993,1,WesternArctic
71.04675,-121.31625,1993,1,WesternArctic
72.9555,-125.27225,1993,1,WesternArctic
73.3255,-126.17023999999999,1993,1,WesternArctic
73.69124599999998,-127.108246,1993,1,WesternArctic
74.05174,-128.08875,1993,1,WesternArctic
74.40774499999998,-129.114,1993,1,WesternArctic
74.75799599999998,-130.18625,1993,1,WesternArctic
75.10225,-131.30899,1993,1,WesternArctic
75.44075,-132.483,1993,1,WesternArctic
75.773,-133.7125,1993,1,WesternArctic
76.0975,-135.0,1993,1,WesternArctic
69.2695,-116.98524499999999,1993,1,WesternArctic
69.67699999999999,-117.565,1993,1,WesternArctic
70.08175,-118.16825,1993,1,WesternArctic
70.48375,-118.79625,1993,1,WesternArctic
70.88325,-119.45025,1993,1,WesternArctic
71.28,-120.1315,1993,1,WesternArctic
73.59025,-124.895,1993,1,WesternArctic
73.961754,-125.81925,1993,1,WesternArctic
74.3285,-126.78725,1993,1,WesternArctic
74.6905,-127.80075,1993,1,WesternArctic
75.0475,-128.86275,1993,1,WesternArctic
75.3985,-129.97574,1993,1,WesternArctic
75.744,-131.14325,1993,1,WesternArctic
76.083,-132.3675,1993,1,WesternArctic
76.415,-133.65225,1993,1,WesternArctic
67.807755,-113.814,1993,1,WesternArctic
68.22725,-114.29600500000001,1993,1,WesternArctic
69.06024000000001,-115.31675,1993,1,WesternArctic
70.2935,-117.007,1993,1,WesternArctic
71.104004,-118.25399999999999,1993,1,WesternArctic
71.50525,-118.9185,1993,1,WesternArctic
71.90375,-119.6115,1993,1,WesternArctic
74.597,-125.43975,1993,1,WesternArctic
74.965,-126.43899499999999,1993,1,WesternArctic
75.32825,-127.488,1993,1,WesternArctic
75.68625,-128.58925,1993,1,WesternArctic
76.0385,-129.74625,1993,1,WesternArctic
76.38475,-130.96225,1993,1,WesternArctic
76.72400999999998,-132.241,1993,1,WesternArctic
67.9895,-112.7335,1993,1,WesternArctic
68.412254,-113.198746,1993,1,WesternArctic
68.833,-113.682,1993,1,WesternArctic
69.252,-114.185005,1993,1,WesternArctic
70.49725,-115.821,1993,1,WesternArctic
71.31624599999998,-117.03075,1993,1,WesternArctic
72.52475,-119.054245,1993,1,WesternArctic
74.47725,-123.11125,1993,1,WesternArctic
74.855995,-124.046,1993,1,WesternArctic
75.2305,-125.02775600000001,1993,1,WesternArctic
75.600494,-126.06025,1993,1,WesternArctic
75.9655,-127.14674,1993,1,WesternArctic
76.3245,-128.29001,1993,1,WesternArctic
76.678,-129.4945,1993,1,WesternArctic
77.02475,-130.76376000000002,1993,1,WesternArctic
68.16275,-111.63575,1993,1,WesternArctic
71.51925,-115.78,1993,1,WesternArctic
72.741745,-117.741,1993,1,WesternArctic
74.72075,-121.69075,1993,1,WesternArctic
75.10574,-122.6045,1993,1,WesternArctic
75.487,-123.56625,1993,1,WesternArctic
75.863495,-124.5795,1993,1,WesternArctic
76.23475,-125.647,1993,1,WesternArctic
76.60126,-126.77325400000001,1993,1,WesternArctic
76.962,-127.962,1993,1,WesternArctic
77.3165,-129.2175,1993,1,WesternArctic
68.32774,-110.52075,1993,1,WesternArctic
70.457245,-112.8495,1993,1,WesternArctic
74.56,-119.38075,1993,1,WesternArctic
74.95476,-120.2255,1993,1,WesternArctic
75.34575,-121.1155,1993,1,WesternArctic
75.73325,-122.05375,1993,1,WesternArctic
76.11575,-123.04325,1993,1,WesternArctic
76.49425,-124.089005,1993,1,WesternArctic
76.86775,-125.19375,1993,1,WesternArctic
77.236,-126.36275,1993,1,WesternArctic
77.59825,-127.60023999999999,1993,1,WesternArctic
66.74225,-107.9045,1993,1,WesternArctic
68.051,-108.99675,1993,1,WesternArctic
68.48425,-109.38975,1993,1,WesternArctic
73.968,-116.384254,1993,1,WesternArctic
74.37475,-117.12125,1993,1,WesternArctic
74.778244,-117.896996,1993,1,WesternArctic
75.1785,-118.71525,1993,1,WesternArctic
75.5755,-119.57799999999999,1993,1,WesternArctic
75.969,-120.48899999999999,1993,1,WesternArctic
76.7435,-122.47125,1993,1,WesternArctic
77.124,-123.55075,1993,1,WesternArctic
77.4995,-124.69475,1993,1,WesternArctic
77.8695,-125.9095,1993,1,WesternArctic
73.33475,-113.607254,1993,1,WesternArctic
73.75125,-114.24575,1993,1,WesternArctic
74.16525,-114.917755,1993,1,WesternArctic
74.57675,-115.62575,1993,1,WesternArctic
74.98575,-116.37200000000001,1993,1,WesternArctic
76.19375600000002,-118.87225,1993,1,WesternArctic
76.98125,-120.7935,1993,1,WesternArctic
77.369,-121.84225,1993,1,WesternArctic
77.752,-122.957245,1993,1,WesternArctic
78.13,-124.14325,1993,1,WesternArctic
78.50225,-125.40675,1993,1,WesternArctic
68.33275,-106.72826,1993,1,WesternArctic
68.77174000000001,-107.080246,1993,1,WesternArctic
72.664505,-111.03750600000001,1993,1,WesternArctic
73.089,-111.58775,1993,1,WesternArctic
73.51199,-112.166504,1993,1,WesternArctic
73.932755,-112.775,1993,1,WesternArctic
74.35125,-113.416,1993,1,WesternArctic
75.593254,-115.55974599999999,1993,1,WesternArctic
77.6025,-120.0685,1993,1,WesternArctic
77.993,-121.14875,1993,1,WesternArctic
78.37825,-122.3005,1993,1,WesternArctic
78.7585,-123.53025,1993,1,WesternArctic
68.902,-105.90299999999999,1993,1,WesternArctic
73.251755,-110.14825400000001,1993,1,WesternArctic
73.67825,-110.69525,1993,1,WesternArctic
74.10375,-111.27125500000001,1993,1,WesternArctic
76.60875,-115.484,1993,1,WesternArctic
77.422,-117.25525,1993,1,WesternArctic
77.82325,-118.22874499999999,1993,1,WesternArctic
78.22075,-119.267746,1993,1,WesternArctic
78.613754,-120.37875,1993,1,WesternArctic
79.0025,-121.569,1993,1,WesternArctic
68.134254,-104.108246,1993,1,WesternArctic
68.57875,-104.404,1993,1,WesternArctic
72.97075,-108.19425,1993,1,WesternArctic
73.403,-108.682,1993,1,WesternArctic
73.83375500000002,-109.19525,1993,1,WesternArctic
74.263,-109.73700000000001,1993,1,WesternArctic
74.6905,-110.30825,1993,1,WesternArctic
76.38075,-112.94925,1993,1,WesternArctic
77.212,-114.5275,1993,1,WesternArctic
77.623,-115.39575,1993,1,WesternArctic
78.031,-116.323,1993,1,WesternArctic
78.4355,-117.3155,1993,1,WesternArctic
78.83625,-118.37875,1993,1,WesternArctic
79.2325,-119.52125500000001,1993,1,WesternArctic
68.2415,-102.94975,1993,1,WesternArctic
68.68875,-103.22325,1993,1,WesternArctic
73.54324,-107.189255,1993,1,WesternArctic
73.97775,-107.667755,1993,1,WesternArctic
74.411,-108.17200000000001,1993,1,WesternArctic
